Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomePoints,AwayPoints,HomeLast5Points,AwayLast5Points,HomeLast5HomePoints,AwayLast5AwayPoints,HomeWinRateLastHome,AwayWinRateLastAway,HomeAvgGoalsScoredLast5,HomeAvgGoalsConcededLast5,AwayAvgGoalsScoredLast5,AwayAvgGoalsConcededLast5,HomeAvgShotsLast5,AwayAvgShotsLast5,HomeAvgShotsOnTargetLast5,AwayAvgShotsOnTargetLast5,HomeAvgShotsConcededLast5,AwayAvgShotsConcededLast5,HomeXG,AwayXG,HomeAvgXGLast5,HomeAvgXGConcededLast5,AwayAvgXGLast5,AwayAvgXGConcededLast5,HomeSquadValueEur,AwaySquadValueEur,HomeTransfersIn,HomeTransfersOut,HomeNetTransferSpendEur,AwayTransfersIn,AwayTransfersOut,AwayNetTransferSpendEur,HomeTablePosition,AwayTablePosition,TablePointsGap,HomeDaysRest,AwayDaysRest,H2HHomeTeamWinRate,H2HAwayTeamWinRate,H2HDrawRate,H2HMatchesPlayed,HomeAvgSecondHalfGoalsScoredLast5,HomeAvgSecondHalfGoalsConcededLast5,AwayAvgSecondHalfGoalsScoredLast5,AwayAvgSecondHalfGoalsConcededLast5,HomeElo,AwayElo,EloDifference,HomeTeamOverallElo,AwayTeamOverallElo,OverallEloDifference
E0,2020-09-27,Sheffield United,Leeds,0.0,1.0,A,0.0,0.0,D,14.0,17.0,4.0,9.0,18.0,4.0,5.0,7.0,2.0,1.0,0.0,0.0,0,3,1,3,9,0,0.6,0.0,0.4,2.0,3.5,3.5,5.6,8.0,1.8,5.0,14.0,18.0,1.53278,1.46641,0.932389,1.9334220000000002,0.8611765,2.3545749999999996,155700000.0,114250000.0,2,2,0.0,4,4,24200000.0,14,20,7,6,8,0.5,0.5,0.0,0,0.2,1.2,1.5,1.5,1518.073222194263,1496.4538200457264,21.619402148536665,1496.7842738836694,1502.4396166310435,-5.655342747374107
E0,2020-09-27,Tottenham,Newcastle,1.0,1.0,D,1.0,0.0,H,23.0,6.0,12.0,1.0,15.0,9.0,10.0,4.0,1.0,4.0,0.0,0.0,1,1,8,7,12,7,0.6,0.3,2.0,1.4,1.4,1.6,8.4,10.6,3.0,3.0,13.0,15.6,3.18765,0.942726,1.1669312,1.3766766000000001,1.3061082000000002,1.8815082,698900000.0,248725000.0,4,1,32000000.0,3,3,0.0,5,16,9,7,7,0.6,0.4,0.0,10,1.4,1.0,0.8,1.2,1546.6614897148695,1495.1759139552012,51.485575759668336,1530.5646251050875,1485.387919480208,45.17670562487956
E0,2020-09-27,Man City,Leicester,2.0,5.0,A,1.0,1.0,D,16.0,7.0,5.0,7.0,13.0,8.0,3.0,4.0,1.0,3.0,0.0,0.0,0,3,9,4,15,4,0.9,0.2,2.6,0.8,1.2,2.0,20.6,15.6,7.0,5.2,7.6,8.4,1.44633,2.86721,3.0837328,1.1687796000000001,1.724744,1.2258358,974800000.0,483425000.0,13,3,-38500000.0,6,0,0.0,1,9,8,6,7,0.6666666666666666,0.25,0.08333333333333333,12,1.4,0.4,1.0,0.8,1584.7677453432389,1495.0071054867146,89.76063985652422,1570.722974116325,1511.5878919056554,59.13508221066968
E0,2020-09-27,West Ham,Wolves,4.0,0.0,H,1.0,0.0,H,15.0,11.0,7.0,2.0,7.0,11.0,1.0,3.0,0.0,1.0,0.0,0.0,3,0,5,7,7,7,0.3,0.5,1.6,1.4,0.8,0.8,14.4,9.0,4.4,2.6,11.0,9.4,3.05703,0.385152,2.0052860000000003,1.3317784,0.8187577999999999,0.9033894,301675000.0,349950000.0,5,2,13600000.0,2,2,-17700000.0,10,13,2,8,6,0.0,1.0,0.0,4,0.6,1.0,0.4,0.4,1492.708923177793,1519.0702256142345,-26.36130243644152,1494.3931731185376,1511.3243423452286,-16.931169226691054
E0,2020-09-28,Fulham,Aston Villa,0.0,3.0,A,0.0,2.0,A,16.0,12.0,3.0,5.0,18.0,14.0,5.0,3.0,6.0,3.0,0.0,0.0,0,3,3,3,6,3,0.3,0.1,1.2,2.4,0.6,1.8,12.0,11.0,4.6,2.2,15.4,10.6,0.534675,2.03222,1.3489193999999998,2.022444,1.0191754,1.1767594000000001,114850000.0,245700000.0,1,1,0.0,3,1,0.0,22,11,-11,9,7,0.5,0.5,0.0,0,0.8,1.6,0.6,1.6,1484.0807457516205,1478.5689271820602,5.511818569560319,1471.221114931595,1493.0434009743785,-21.822286042783617
E0,2020-09-28,Liverpool,Arsenal,3.0,1.0,H,2.0,1.0,H,21.0,4.0,8.0,3.0,11.0,7.0,7.0,3.0,2.0,2.0,0.0,0.0,3,0,9,9,13,9,0.9,0.3,1.8,1.6,1.6,0.6,17.2,10.2,6.2,4.0,7.4,10.0,2.73834,1.17817,1.6958872,1.5155134,1.4117194,0.8484676,939275000.0,562800000.0,7,1,0.0,5,3,6000000.0,3,2,0,8,9,0.4166666666666667,0.16666666666666666,0.4166666666666667,12,1.0,0.2,0.8,0.2,1594.4390035143958,1508.9981111368224,85.44089237757339,1582.2391271521128,1534.503460550507,47.73566660160577
E0,2020-10-03,Newcastle,Burnley,3.0,1.0,H,1.0,0.0,H,10.0,7.0,5.0,3.0,13.0,17.0,3.0,4.0,2.0,3.0,0.0,0.0,3,0,5,10,2,10,0.2,0.5,0.8,1.6,1.4,1.0,9.4,12.2,1.8,4.6,17.8,16.2,1.95629,0.438849,1.0477394,2.2640322,1.0424974,1.3607994,248725000.0,185750000.0,3,3,0.0,2,1,0.0,16,15,0,6,7,0.25,0.25,0.5,8,0.6,1.0,0.8,0.6,1475.5999250052146,1515.7781990548167,-40.17827404960212,1486.0081481942,1505.4525140863184,-19.444365892118412
E0,2020-10-03,Leeds,Man City,1.0,1.0,D,0.0,1.0,A,12.0,23.0,7.0,2.0,11.0,12.0,7.0,10.0,2.0,1.0,0.0,0.0,1,1,6,9,3,9,1.0,0.6,2.6666666666666665,2.3333333333333335,2.6,0.8,11.0,20.6,6.333333333333333,7.0,16.666666666666668,7.6,2.56662,1.41533,1.062921,2.080643333333333,3.0837328,1.1687796000000001,114250000.0,974800000.0,4,4,24200000.0,13,3,-38500000.0,19,2,-15,6,6,0.5,0.5,0.0,0,1.3333333333333333,1.0,1.4,0.4,1508.4254132163603,1556.6782028894115,-48.25278967305121,1507.816622680543,1558.9931197278017,-51.176497047258636
E0,2020-10-03,Chelsea,Crystal Palace,4.0,0.0,H,0.0,0.0,D,17.0,4.0,6.0,0.0,17.0,13.0,8.0,5.0,2.0,0.0,0.0,0.0,3,0,7,3,12,3,0.7,0.3,2.4,2.8,0.6,2.4,14.2,8.0,6.0,2.8,10.8,14.4,2.51433,0.103249,1.9691499999999997,1.420061,0.7801851,1.8112300000000001,708500000.0,178375000.0,9,1,58000000.0,2,0,0.0,8,19,9,7,7,0.75,0.25,0.0,12,1.6,1.0,0.4,1.6,1536.0535838760568,1507.3818844638097,28.671699412247108,1518.3197546906636,1495.2598449002098,23.05990979045373
E0,2020-10-03,Everton,Brighton,4.0,2.0,H,2.0,1.0,H,11.0,11.0,6.0,3.0,13.0,14.0,3.0,10.0,0.0,1.0,0.0,0.0,3,0,9,11,8,11,0.4,0.3,0.8,1.0,1.4,0.4,9.4,11.0,3.2,3.2,10.2,12.6,2.34034,1.16568,0.9709914,1.0227175999999998,1.1848312,1.0702246,412175000.0,192700000.0,6,3,-4160000.0,8,1,1000000.0,7,13,6,7,7,0.5,0.3333333333333333,0.16666666666666666,6,0.4,0.4,0.4,0.2,1521.0686661830496,1514.450631381839,6.61803480121057,1507.0767574911883,1482.8429262146424,24.23383127654597
E0,2020-10-04,Leicester,West Ham,0.0,3.0,A,0.0,2.0,A,4.0,14.0,0.0,6.0,11.0,8.0,6.0,4.0,2.0,2.0,0.0,0.0,0,3,7,5,10,5,0.5,0.1,2.0,2.0,1.6,1.4,14.0,14.4,6.0,4.4,10.2,11.0,0.456022,2.03227,1.9374179999999999,1.2799178,2.0052860000000003,1.3317784,483425000.0,301675000.0,6,0,0.0,5,2,13600000.0,8,9,1,7,7,0.5,0.16666666666666666,0.3333333333333333,12,1.6,1.0,0.6,1.0,1528.1686783245962,1496.0774230592824,32.09125526531375,1523.317746294179,1502.1583188493303,21.15942744484869
E0,2020-10-04,Southampton,West Brom,2.0,0.0,H,1.0,0.0,H,13.0,5.0,7.0,2.0,19.0,10.0,5.0,1.0,2.0,1.0,0.0,0.0,3,0,8,6,7,6,0.4,0.2,1.2,0.8,1.0,1.8,11.2,8.6,4.6,3.4,9.0,15.2,0.949079,0.161283,1.6633024000000003,0.900137,0.760767,1.8872993999999998,224425000.0,108075000.0,6,3,0.0,1,4,0.0,10,21,14,8,8,0.5,0.25,0.25,8,0.4,0.0,0.6,1.4,1452.0689460773401,1477.4462569691352,-25.377310891795105,1489.156379890897,1481.411146104812,7.745233786085009
E0,2020-10-04,Arsenal,Sheffield United,2.0,1.0,H,0.0,0.0,D,6.0,6.0,5.0,2.0,3.0,9.0,2.0,4.0,0.0,1.0,0.0,0.0,3,0,6,1,13,1,0.8,0.1,1.4,1.2,0.4,2.0,9.0,5.6,3.6,1.8,11.8,14.0,0.667131,0.144994,1.2101634,1.2484746,0.932389,1.9334220000000002,562800000.0,155700000.0,5,3,6000000.0,2,2,0.0,4,14,9,6,7,0.0,0.5,0.5,2,0.6,0.4,0.2,1.2,1560.0088099641914,1475.495325573076,84.51348439111553,1531.6904891584045,1491.4072678341697,40.28322132423477
E0,2020-10-04,Wolves,Fulham,1.0,0.0,H,0.0,0.0,D,14.0,10.0,5.0,2.0,15.0,8.0,6.0,2.0,1.0,1.0,0.0,0.0,3,0,4,3,9,3,0.4,0.1,0.6,1.6,1.2,2.4,9.4,12.0,2.6,4.6,10.2,15.4,0.89359,0.969393,0.7550784,1.4341118,1.3489193999999998,2.022444,349950000.0,114850000.0,2,2,-17700000.0,1,1,0.0,15,22,10,7,6,0.5,0.0,0.5,2,0.2,1.0,0.8,1.6,1503.578459076223,1458.3614841115696,45.216974964653446,1503.5591966144361,1464.3697150771268,39.18948153730935
E0,2020-10-04,Man United,Tottenham,1.0,6.0,A,1.0,4.0,A,5.0,22.0,2.0,8.0,14.0,10.0,2.0,4.0,2.0,1.0,1.0,0.0,0,3,15,8,8,8,0.5,0.3,2.6,0.4,2.0,1.4,11.4,8.4,4.6,3.0,12.4,13.0,0.873435,3.3017,1.7929680000000001,1.0424804,1.1669312,1.3766766000000001,733725000.0,698900000.0,3,0,0.0,4,1,32000000.0,9,7,-1,8,7,0.5,0.3333333333333333,0.16666666666666666,12,1.4,0.2,1.4,1.0,1527.798922865323,1514.4677604953058,13.331162370017182,1542.1605879785493,1529.9443963910956,12.21619158745375
E0,2020-10-04,Aston Villa,Liverpool,7.0,2.0,H,4.0,1.0,H,18.0,14.0,11.0,8.0,7.0,10.0,2.0,7.0,2.0,1.0,0.0,0.0,3,0,6,9,9,9,0.4,0.6,1.2,1.0,1.8,1.6,12.6,17.2,3.0,6.2,10.8,7.4,3.07626,1.65705,1.2911298000000002,0.8012164,1.6958872,1.5155134,245700000.0,939275000.0,3,1,0.0,7,1,0.0,11,3,-8,6,6,0.16666666666666666,0.8333333333333334,0.0,6,0.8,1.0,1.0,0.2,1507.5178747666969,1570.03925078983,-62.52137602313314,1499.8948008288469,1585.0520985442154,-85.15729771536849
E0,2020-10-17,Newcastle,Man United,1.0,4.0,A,1.0,1.0,D,7.0,28.0,4.0,14.0,9.0,12.0,0.0,7.0,1.0,1.0,0.0,0.0,0,3,5,15,4,15,0.3,0.6,0.8,1.6,2.6,0.4,9.4,11.4,1.8,4.6,17.8,12.4,0.867496,2.21729,1.0477394,2.2640322,1.7929680000000001,1.0424804,248725000.0,733725000.0,3,3,0.0,3,0,0.0,13,10,-5,14,13,0.2,0.6,0.2,10,0.6,1.0,1.4,0.2,1490.9501935768742,1556.5222530917756,-65.57205951490141,1493.68328248003,1530.78476953479,-37.10148705476013
E0,2020-10-17,Man City,Arsenal,1.0,0.0,H,1.0,0.0,H,13.0,11.0,5.0,3.0,15.0,10.0,6.0,6.0,4.0,1.0,0.0,0.0,3,0,10,6,12,6,0.8,0.3,2.6,0.6,1.4,1.2,23.0,9.0,7.0,3.6,7.0,11.8,1.43023,0.838322,3.2286799999999998,0.8409036000000001,1.2101634,1.2484746,974800000.0,562800000.0,13,3,-38500000.0,5,3,6000000.0,1,2,0,14,13,0.5833333333333334,0.16666666666666666,0.25,12,1.2,0.4,0.6,0.4,1561.308036566192,1503.3721683526173,57.93586821357462,1555.7172124959786,1533.2930046954948,22.424207800483828
E0,2020-10-17,Everton,Liverpool,2.0,2.0,D,1.0,1.0,D,11.0,22.0,5.0,8.0,15.0,9.0,2.0,5.0,3.0,2.0,1.0,0.0,1,1,9,9,8,9,0.4,0.5,0.8,1.0,2.2,2.2,9.4,17.8,3.2,7.2,10.2,8.2,1.35998,2.49492,0.9709914,1.0227175999999998,1.863376,1.5998994,412175000.0,939275000.0,6,3,-4160000.0,7,1,0.0,6,3,-2,14,13,0.0,0.4166666666666667,0.5833333333333334,12,0.4,0.4,1.2,0.6,1531.8469288359465,1547.8741003042664,-16.02717146831992,1512.4658888176368,1573.9695233014336,-61.50363448379676
E0,2020-10-17,Chelsea,Southampton,3.0,3.0,D,2.0,1.0,H,11.0,13.0,5.0,6.0,11.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,1,1,7,8,12,8,0.7,0.5,2.4,2.8,1.2,0.8,14.2,11.2,6.0,4.6,10.8,9.0,1.98708,1.42348,1.9691499999999997,1.420061,1.6633024000000003,0.900137,708500000.0,224425000.0,9,1,58000000.0,6,3,0.0,7,9,1,14,13,0.5833333333333334,0.16666666666666666,0.25,12,1.6,1.0,0.4,0.0,1546.7623269911546,1526.2438137044535,20.518513286701136,1523.6741262482126,1494.037866593222,29.63625965499068
E0,2020-10-18,Sheffield United,Fulham,1.0,1.0,D,0.0,0.0,D,10.0,15.0,6.0,6.0,5.0,9.0,2.0,5.0,0.0,2.0,0.0,0.0,1,1,1,3,6,3,0.5,0.1,0.6,1.8,1.0,2.0,6.0,12.8,2.0,4.4,12.2,14.6,1.66363,1.35611,0.9397713999999999,1.4985282000000002,1.5125920000000002,1.774174,155700000.0,114850000.0,2,2,0.0,1,1,0.0,15,22,10,14,14,0.5,0.5,0.0,0,0.4,1.4,0.6,1.4,1507.3192100952635,1452.9907550580956,54.32845503716794,1489.8047522970792,1461.6843505503898,28.120401746689367
E0,2020-10-18,Crystal Palace,Brighton,1.0,1.0,D,1.0,0.0,H,1.0,20.0,1.0,3.0,13.0,12.0,2.0,5.0,3.0,2.0,0.0,1.0,1,1,3,10,4,10,0.3,0.3,0.6,2.4,1.8,1.2,8.2,11.2,2.8,3.4,13.6,12.6,0.761169,1.0935,0.7879292,1.800638,1.1975132,1.4371953999999998,178375000.0,192700000.0,2,0,0.0,8,1,1000000.0,19,15,-4,15,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,0.4,2.0,0.6,0.6,1483.13780533661,1503.672368728942,-20.534563392332075,1489.905473342661,1477.453794888194,12.451678454467128
E0,2020-10-18,Tottenham,West Ham,3.0,3.0,D,3.0,0.0,H,11.0,13.0,6.0,4.0,13.0,12.0,3.0,7.0,0.0,5.0,0.0,0.0,1,1,11,8,10,8,0.6,0.2,3.0,1.0,2.2,1.0,11.0,15.2,4.2,5.2,12.6,8.8,1.77602,1.49992,1.6242232,1.2313756,2.245532,0.9747328,698900000.0,301675000.0,4,1,32000000.0,5,2,13600000.0,4,9,3,14,14,0.5833333333333334,0.25,0.16666666666666666,12,1.6,0.6,0.8,0.6,1545.4210322868853,1517.3912244211726,28.029807865712655,1541.3202148348546,1512.8152195302755,28.504995304579097
E0,2020-10-18,Leicester,Aston Villa,0.0,1.0,A,0.0,0.0,D,11.0,10.0,5.0,4.0,18.0,18.0,2.0,7.0,4.0,3.0,0.0,0.0,0,3,7,6,9,6,0.5,0.2,2.0,2.0,1.2,1.0,14.0,12.6,6.0,3.0,10.2,10.8,0.671595,0.873776,1.9374179999999999,1.2799178,1.2911298000000002,0.8012164,483425000.0,245700000.0,6,0,0.0,3,1,0.0,11,10,-1,14,14,0.6666666666666666,0.16666666666666666,0.16666666666666666,6,1.6,1.0,0.8,1.0,1506.854876962706,1492.271726890997,14.583150071709042,1512.6608456132337,1510.9773760716287,1.6834695416050636
E0,2020-10-19,West Brom,Burnley,0.0,0.0,D,0.0,0.0,D,13.0,9.0,6.0,4.0,15.0,17.0,8.0,2.0,2.0,2.0,0.0,0.0,1,1,6,7,6,7,0.2,0.5,0.8,1.8,1.4,1.6,7.4,12.0,2.6,4.4,14.4,14.8,0.731692,1.08532,0.44404760000000004,1.9400494,1.058286,1.5389914,108075000.0,185750000.0,1,4,0.0,2,1,0.0,21,16,-8,15,16,0.5,0.16666666666666666,0.3333333333333333,6,0.4,1.2,0.8,1.0,1485.3760352404884,1500.427930483157,-15.051895242668706,1476.5296594024867,1497.7773798004887,-21.247720398002002
E0,2020-10-19,Leeds,Wolves,0.0,1.0,A,0.0,0.0,D,13.0,7.0,2.0,3.0,13.0,12.0,8.0,3.0,2.0,1.0,0.0,0.0,0,3,7,4,4,4,0.5,0.5,2.25,2.0,0.6,1.6,11.25,9.4,6.5,2.6,18.25,10.2,1.08332,0.618191,1.4388457499999998,1.914315,0.7550784,1.4341118,114250000.0,349950000.0,4,4,24200000.0,2,2,-17700000.0,18,12,-6,16,15,0.5,0.5,0.0,0,1.25,0.75,0.2,1.0,1514.9772276800065,1503.5399341526493,11.43729352735727,1511.0925299123662,1506.244561141173,4.847968771193109
E0,2020-10-23,Aston Villa,Leeds,0.0,3.0,A,0.0,0.0,D,12.0,27.0,4.0,9.0,14.0,17.0,6.0,5.0,2.0,2.0,0.0,0.0,0,3,8,7,12,3,0.5,0.5,1.2,0.8,1.8,1.8,11.8,11.6,3.4,5.6,10.4,16.0,1.50125,2.37695,1.219915,0.8031738,1.3677405999999999,1.6550902,245700000.0,114250000.0,3,1,0.0,4,4,24200000.0,6,18,13,5,4,0.5,0.5,0.0,0,0.8,0.8,1.0,0.8,1529.6830252522604,1507.207832144726,22.47519310753455,1515.4439274370152,1506.8897686151895,8.554158821825695
E0,2020-10-24,Man United,Chelsea,0.0,0.0,D,0.0,0.0,D,14.0,6.0,4.0,1.0,8.0,6.0,9.0,6.0,3.0,1.0,0.0,0.0,1,1,15,7,5,7,0.4,0.3,2.8,0.6,2.4,2.8,14.6,14.2,6.2,6.0,12.2,10.8,0.648427,0.219906,1.99462,1.1539536,1.9691499999999997,1.420061,733725000.0,708500000.0,3,0,0.0,9,1,58000000.0,6,7,0,7,7,0.3333333333333333,0.25,0.4166666666666667,12,1.8,0.2,1.6,1.0,1505.0472859778047,1500.5859255052706,4.461360472534125,1534.8929748074609,1522.6887050200062,12.204269787454677
E0,2020-10-24,Liverpool,Sheffield United,2.0,1.0,H,1.0,1.0,D,17.0,13.0,5.0,2.0,7.0,15.0,7.0,3.0,0.0,3.0,0.0,0.0,3,0,7,1,13,1,0.9,0.1,2.0,2.4,0.6,1.8,18.4,6.0,7.2,2.0,8.0,12.2,2.40286,1.39788,1.839112,1.3989754,0.9397713999999999,1.4985282000000002,939275000.0,155700000.0,7,1,0.0,2,2,0.0,2,15,12,7,6,1.0,0.0,0.0,2,1.2,0.8,0.4,1.4,1600.064946298601,1472.2902944988948,127.77465179970613,1573.453623782013,1488.5818477923337,84.87177598967924
E0,2020-10-24,West Ham,Man City,1.0,1.0,D,1.0,0.0,H,6.0,14.0,2.0,7.0,14.0,6.0,2.0,10.0,2.0,0.0,0.0,0.0,1,1,8,10,7,10,0.4,0.5,2.4,1.2,2.6,0.6,14.4,23.0,4.6,7.0,8.8,7.0,0.263739,0.892456,2.139386,1.0316948,3.2286799999999998,0.8409036000000001,301675000.0,974800000.0,5,2,13600000.0,13,3,-38500000.0,9,2,-6,6,7,0.16666666666666666,0.75,0.08333333333333333,12,1.2,0.4,1.2,0.4,1508.2392146393781,1550.1263884257653,-41.887173786387166,1512.8717638640646,1556.8435999163576,-43.97183605229293
E0,2020-10-24,Fulham,Crystal Palace,1.0,2.0,A,0.0,1.0,A,16.0,14.0,3.0,10.0,11.0,11.0,4.0,4.0,0.0,1.0,1.0,0.0,0,3,4,3,6,3,0.3,0.3,1.0,1.4,0.6,2.4,12.4,8.2,4.2,2.8,13.6,13.6,1.05258,2.81049,1.4019800000000002,1.788224,0.7879292,1.800638,114850000.0,178375000.0,1,1,0.0,2,0,0.0,22,18,-7,6,6,0.0,1.0,0.0,2,0.8,1.0,0.4,2.0,1470.3779460426838,1496.6731413487119,-26.295195306028063,1462.907255055135,1490.015401287794,-27.10814623265901
E0,2020-10-25,Wolves,Newcastle,1.0,1.0,D,0.0,0.0,D,16.0,5.0,3.0,2.0,10.0,10.0,2.0,3.0,0.0,1.0,0.0,0.0,1,1,7,5,9,5,0.5,0.3,0.8,1.4,0.8,1.6,9.6,9.4,3.0,1.8,11.4,17.8,0.758626,0.253685,0.8133348,1.5566792000000003,1.0477394,2.2640322,349950000.0,248725000.0,2,2,-17700000.0,3,3,0.0,12,14,4,6,8,0.25,0.0,0.75,4,0.4,0.8,0.6,1.0,1508.949188129697,1496.4163713831854,12.532816746511571,1510.4473224383496,1489.575077207359,20.87224523099053
E0,2020-10-25,Southampton,Everton,2.0,0.0,H,2.0,0.0,H,12.0,6.0,6.0,2.0,11.0,11.0,4.0,5.0,1.0,2.0,0.0,1.0,3,0,8,9,10,9,0.4,0.5,1.6,1.2,0.8,1.0,10.4,9.4,5.0,3.2,9.0,10.2,0.74151,0.287054,1.4886304,1.1632646,0.9709914,1.0227175999999998,224425000.0,412175000.0,6,3,0.0,6,3,-4160000.0,10,7,-2,8,8,0.3333333333333333,0.4166666666666667,0.25,12,0.8,0.2,0.4,0.4,1461.8319194819903,1493.0848487993271,-31.252929317336793,1495.0232878214283,1512.9817883370574,-17.95850051562911
E0,2020-10-25,Arsenal,Leicester,0.0,1.0,A,0.0,0.0,D,12.0,6.0,4.0,2.0,13.0,9.0,9.0,3.0,3.0,5.0,0.0,0.0,0,3,3,7,13,7,0.8,0.2,1.0,1.4,2.0,2.0,9.6,14.0,3.2,6.0,12.4,10.2,0.73944,0.736172,1.1212817999999998,1.3374873999999999,1.9374179999999999,1.2799178,562800000.0,483425000.0,5,3,6000000.0,6,0,0.0,4,12,6,8,7,0.5,0.25,0.25,12,0.4,0.4,1.6,1.0,1563.2138410383725,1518.4668142637615,44.74702677461096,1532.166617275116,1508.1942942478472,23.972323027268885
E0,2020-10-26,Brighton,West Brom,1.0,1.0,D,1.0,0.0,H,5.0,9.0,3.0,3.0,14.0,7.0,6.0,2.0,2.0,0.0,0.0,0.0,1,1,8,6,1,6,0.1,0.2,1.8,1.4,0.8,1.8,13.6,7.4,3.6,2.6,10.4,14.4,0.546807,0.295654,1.235604,1.4804153999999998,0.44404760000000004,1.9400494,192700000.0,108075000.0,8,1,1000000.0,1,4,0.0,14,21,10,8,7,0.5,0.5,0.0,2,0.8,0.6,0.4,1.2,1451.2352210474455,1467.683283564485,-16.44806251703949,1477.3438669430607,1477.404509764251,-0.06064282119041309
E0,2020-10-26,Burnley,Tottenham,0.0,1.0,A,0.0,0.0,D,13.0,9.0,4.0,3.0,9.0,7.0,4.0,5.0,2.0,0.0,0.0,0.0,0,3,5,11,5,11,0.3,0.4,1.2,1.6,3.0,1.0,12.2,11.0,4.4,4.2,13.2,12.6,0.95045,0.797344,1.0647680000000002,1.2856878,1.6242232,1.2313756,185750000.0,698900000.0,2,1,0.0,4,1,32000000.0,18,3,-12,7,8,0.1,0.6,0.3,10,0.8,1.0,1.6,0.6,1495.1268291178203,1537.2193973828241,-42.09256826500382,1496.9025294387243,1541.2636705010655,-44.361141062341176
E0,2020-10-30,Wolves,Crystal Palace,2.0,0.0,H,2.0,0.0,H,15.0,11.0,5.0,2.0,13.0,4.0,7.0,6.0,0.0,2.0,0.0,1.0,3,0,7,6,10,6,0.5,0.4,0.8,1.4,1.0,2.0,9.6,9.6,3.0,4.6,11.4,13.8,1.34895,0.802767,0.8133348,1.5566792000000003,1.2485198,1.569788,349950000.0,178375000.0,2,2,-17700000.0,2,0,0.0,12,16,6,5,6,0.5,0.25,0.25,4,0.4,0.8,0.6,1.6,1506.9082857288213,1505.6731971048725,1.2350886239487409,1509.4268712379119,1494.5154291658744,14.911442072037516
E0,2020-10-31,Sheffield United,Man City,0.0,1.0,A,0.0,1.0,A,5.0,16.0,1.0,8.0,14.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0,3,0,11,4,11,0.5,0.4,0.6,2.0,2.8,0.6,6.6,20.6,1.8,7.2,13.8,6.6,0.687544,1.89643,0.8926614,1.7151682000000001,2.7280211999999997,0.7678984,155700000.0,974800000.0,2,2,0.0,13,3,-38500000.0,15,1,-15,7,7,0.0,1.0,0.0,2,0.2,1.6,1.4,0.4,1504.8734010857727,1548.4662478011414,-43.59284671536875,1487.9952514078122,1556.0135296040457,-68.0182781962335
E0,2020-10-31,Burnley,Chelsea,0.0,3.0,A,0.0,1.0,A,5.0,14.0,0.0,9.0,10.0,15.0,3.0,4.0,1.0,0.0,0.0,0.0,0,3,5,5,2,5,0.3,0.3,1.2,1.6,1.8,2.4,12.2,12.6,4.4,5.0,13.2,11.0,0.407341,1.23077,1.0647680000000002,1.2856878,1.4816251999999999,1.2921064,185750000.0,708500000.0,2,1,0.0,9,1,58000000.0,18,7,-11,5,7,0.1,0.6,0.3,10,0.8,1.0,1.4,0.8,1489.8920445458486,1500.2013581226188,-10.309313576770137,1494.2851371527386,1522.4964213286803,-28.211284175941728
E0,2020-10-31,Liverpool,West Ham,2.0,1.0,H,1.0,1.0,D,9.0,4.0,5.0,3.0,13.0,14.0,1.0,2.0,0.0,1.0,0.0,0.0,3,0,7,8,13,8,0.9,0.2,2.0,2.4,2.4,1.2,18.4,14.4,7.2,4.6,8.0,8.8,1.56302,0.269048,1.839112,1.3989754,2.139386,1.0316948,939275000.0,301675000.0,7,1,0.0,5,2,13600000.0,2,9,6,7,7,0.5833333333333334,0.25,0.16666666666666666,12,1.2,0.8,1.2,0.4,1601.2381390676442,1517.5043130887511,83.73382597889304,1574.0402201665347,1513.7018341763765,60.33838599015826
E0,2020-11-01,Newcastle,Everton,2.0,1.0,H,0.0,0.0,D,11.0,15.0,4.0,4.0,9.0,10.0,5.0,4.0,2.0,4.0,0.0,0.0,3,0,6,9,3,9,0.2,0.5,1.0,0.8,0.8,1.2,9.2,8.4,2.0,3.0,16.4,10.2,2.6311,1.21805,1.0551904000000003,1.7584334,0.9476498000000001,1.068654,248725000.0,412175000.0,3,3,0.0,6,3,-4160000.0,14,8,-8,7,7,0.2,0.6,0.2,10,0.8,0.6,0.4,0.4,1482.7337830315328,1479.6477847746003,3.0859982569324984,1490.5955284077968,1506.2632563246939,-15.667727916897093
E0,2020-11-01,Man United,Arsenal,0.0,1.0,A,0.0,0.0,D,8.0,7.0,2.0,2.0,12.0,12.0,6.0,3.0,3.0,3.0,0.0,0.0,0,3,15,3,3,3,0.4,0.3,2.8,0.6,1.0,1.4,14.6,9.6,6.2,3.2,12.2,12.4,0.394113,0.998072,1.99462,1.1539536,1.1212817999999998,1.3374873999999999,733725000.0,562800000.0,3,0,0.0,5,3,6000000.0,7,5,-1,8,7,0.3333333333333333,0.3333333333333333,0.3333333333333333,12,1.8,0.2,0.4,0.4,1505.4318533604564,1501.1193935118595,4.312459848596973,1535.0852584987867,1528.1852649828988,6.8999935158879
